tx_id,scenario_label,is_suspicious,primary_category,expected_triggers_fired,expected_confidence_band,ground_truth_notes
TX20260601001464,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000679,frequent_traveller_newcity,NO,C6,,N/A,Traveller profile in a new domestic city on own device.
TX20260603001409,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001702,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001255,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000739,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000726,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000439,small_business_fanout_legit,NO,C3,,N/A,Aggregation then settlement (legit merchant/business).
TX20260604001752,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001780,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001639,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001412,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001854,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000914,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000470,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 4 on account dormant ~292d, age <18mo."
TX20260602001812,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000685,oddhour_known_user,NO,C6,,N/A,"Night-active user, own device and city, normal amount."
TX20260602001254,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001988,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000194,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 17/21 far above account's monthly baseline.
TX20260604000972,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000174,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 11/14 far above account's monthly baseline.
TX20260603000211,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 13/18 far above account's monthly baseline.
TX20260603000177,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 14/14 far above account's monthly baseline.
TX20260601000249,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
TX20260603000199,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 1/18 far above account's monthly baseline.
TX20260603001163,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000505,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 3 on account dormant ~256d, age <18mo."
TX20260602000292,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 5/6 to account.
TX20260603000210,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 12/18 far above account's monthly baseline.
TX20260603001103,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000590,GIFT_NRI_RATIO_BREACH,YES,C5,C5_gift_ratio,MEDIUM,Gift to NRI relative exceeds historical baseline by >5x.
TX20260603000936,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000427,small_business_fanout_legit,NO,C3,,N/A,Fan-in credit 2/6 to account.
TX20260502000567,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260604001446,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000091,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 19/22 far above account's monthly baseline.
TX20260604001852,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000308,classic_mule_fanout,YES,C3,C3_sweep,HIGH,Single outbound sweep >80% of cumulative fan-in.
TX20260602001225,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001031,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001408,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000965,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000241,CREDIT_LINE_PROBING,YES,C1,C1_creditline,MEDIUM,Repeated small drawdowns summing toward credit limit within 24h.
TX20260323000536,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602000409,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 4/7 to merchant.
TX20260603000861,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001524,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001302,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001617,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000769,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001998,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000821,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000396,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 7/7 to merchant.
TX20260604000780,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000394,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 5/7 to merchant.
TX20260602000044,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 2/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260602001957,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001398,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000850,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001213,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001441,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000039,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 2/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260602000820,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260402000248,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
TX20260422000589,CLEAN,NO,C5,,N/A,Prior modest gift to NRI relative (baseline).
TX20260604000956,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000519,NEW_ACCOUNT_LOW_VALUE_LEGIT,NO,C4,,LOW,New but fully-KYC'd account making small routine payments.
TX20260602000408,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 3/7 to merchant.
TX20260603000686,oddhour_known_user,NO,C6,,N/A,"Night-active user, own device and city, normal amount."
TX20260602000236,CREDIT_LINE_PROBING,YES,C1,C1_creditline,MEDIUM,Repeated small drawdowns summing toward credit limit within 24h.
TX20260602001310,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000800,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001914,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000809,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001246,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260412000529,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602001404,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000150,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 1/14 far above account's monthly baseline.
TX20260604001079,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001403,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001831,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001284,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001952,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001883,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000209,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 11/18 far above account's monthly baseline.
TX20260601000438,small_business_fanout_legit,NO,C3,,N/A,Fan-in credit 6/6 to account.
TX20260602000363,layering_roundtrip_4hop,YES,C3,C3_roundtrip,MEDIUM,Layering hop 4/4; preservation~0.90.
TX20260603000206,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 8/18 far above account's monthly baseline.
TX20260603000163,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 14/14 far above account's monthly baseline.
TX20260602001263,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000338,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 4/4 to account.
TX20260602000465,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 8 on account dormant ~334d, age <18mo."
TX20260603001891,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000131,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 17/17 far above account's monthly baseline.
TX20260605000021,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 4/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260602001465,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001871,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001157,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001012,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000286,COMMON_NAME_CLEAN,NO,C2,,LOW,Common Indian name coincidentally similar to a listed entity; clean identifiers.
TX20260602001905,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001900,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001215,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000455,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 8 on account dormant ~180d, age <18mo."
TX20260602001884,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001273,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001993,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000996,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001799,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000290,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 3/6 to account.
TX20260604000033,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 5/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260604001824,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001494,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001234,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001737,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000838,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000426,small_business_fanout_legit,NO,C3,,N/A,Fan-in credit 1/6 to account.
TX20260601000899,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000689,big_purchase_legit,NO,C6,,N/A,Large purchase from known device and location at a normal hour.
TX20260602000999,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001179,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000304,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 3/6 to account.
TX20260603001437,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001209,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000353,layering_roundtrip_2hop,YES,C3,C3_roundtrip,HIGH,Layering hop 2/2; preservation~0.92.
TX20260601000771,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000090,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 18/22 far above account's monthly baseline.
TX20260604001562,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001522,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000309,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 1/6 to account.
TX20260603001921,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000699,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000872,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001542,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001603,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260402000254,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
TX20260602001330,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001506,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260412000574,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602000472,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 6 on account dormant ~292d, age <18mo."
TX20260602001129,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000677,frequent_traveller_newcity,NO,C6,,N/A,Traveller profile in a new domestic city on own device.
TX20260601001528,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001725,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260422000548,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260603001788,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001223,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001482,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001196,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000672,nre_foreign_legit,NO,C6,,N/A,NRE account routine inward/abroad activity; geo anomaly expected and benign.
TX20260603000815,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000886,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001779,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001086,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001963,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000629,impossible_travel_fraud,YES,C6,C6_impossible_travel,HIGH,Transaction location implies impossible travel vs last known session; new device.
TX20260601000258,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
TX20260602000895,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000799,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000076,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 4/22 far above account's monthly baseline.
TX20260602000678,frequent_traveller_newcity,NO,C6,,N/A,Traveller profile in a new domestic city on own device.
TX20260603000814,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001661,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000667,subtle_device_probe,YES,C6,C6_subtle_probe,LOW,"Known location, new device, odd hour, tiny probe amount; rules-only likely misses."
TX20260601001425,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001026,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001826,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000801,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001370,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001982,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001861,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000016,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 4/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603000765,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001219,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000420,dissipated_roundtrip_legit,NO,C3,,N/A,Family/dissipated transfer hop 1/2; preservation~0.55.
TX20260604000228,CREDIT_LINE_PROBING,YES,C1,C1_creditline,MEDIUM,Repeated small drawdowns summing toward credit limit within 24h.
TX20260602001029,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001324,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001019,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260607000012,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 6/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603001769,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001782,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001691,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001825,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000319,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 4/6 to account.
TX20260602000469,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 3 on account dormant ~292d, age <18mo."
TX20260601001726,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001533,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001197,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000314,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 6/6 to account.
TX20260602001421,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001303,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000704,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000718,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001423,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000139,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 8/18 far above account's monthly baseline.
TX20260601000688,big_purchase_legit,NO,C6,,N/A,Large purchase from known device and location at a normal hour.
TX20260602000761,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260606000011,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 5/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260602000888,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000551,FEMA_LRS_BREACH,YES,C5,C5_lrs_ceiling,HIGH,Cumulative YTD outward remittance crosses >90% of USD 250k LRS ceiling.
TX20260603001047,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001697,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001534,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001030,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001149,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000578,FEMA_LRS_BREACH,YES,C5,C5_lrs_ceiling,HIGH,Cumulative YTD outward remittance crosses >90% of USD 250k LRS ceiling.
TX20260602000404,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 7/7 to merchant.
TX20260601001156,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001684,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001480,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001130,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000191,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 14/21 far above account's monthly baseline.
TX20260602001177,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000600,CROSS_BORDER_SPLIT,YES,C5,C5_split_beneficiary,HIGH,Split 2 to same overseas beneficiary just under 10L within a week.
TX20260602000604,CROSS_BORDER_SPLIT,YES,C5,C5_split_beneficiary,HIGH,Split 2 to same overseas beneficiary just under 10L within a week.
TX20260601001612,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001816,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001832,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000747,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001151,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000133,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 2/18 far above account's monthly baseline.
TX20260602000510,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 8 on account dormant ~256d, age <18mo."
TX20260323000563,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602000751,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000660,newloc_newdevice_fraud,YES,C6,C6_newloc_newdev,MEDIUM,Simultaneously new geo cluster and new device.
TX20260603001632,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001753,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001233,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000931,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000954,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001198,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000374,compromised_merchant_mule,YES,C3,C3_sweep,MEDIUM,Single outbound sweep >80% of cumulative fan-in.
TX20260604000608,CROSS_BORDER_SPLIT,YES,C5,C5_split_beneficiary,HIGH,Split 3 to same overseas beneficiary just under 10L within a week.
TX20260603000381,compromised_merchant_mule,YES,C3,C3_sweep,MEDIUM,Single outbound sweep >80% of cumulative fan-in.
TX20260603000824,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000333,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 4/4 to account.
TX20260602001898,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001696,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001184,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001997,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000627,CLEAN,NO,C5,,N/A,"Low YTD utilisation, well within LRS ceiling."
TX20260602000364,layering_roundtrip_4hop,YES,C3,C3_roundtrip,MEDIUM,Layering hop 1/4; preservation~0.90.
TX20260604001027,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001818,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000057,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 6/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260601001556,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001941,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000380,compromised_merchant_mule,YES,C3,C3_fanin,MEDIUM,Fan-in credit 6/6 to merchant.
TX20260303000525,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602001175,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000060,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 3/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260303000579,CLEAN,NO,C5,,N/A,Prior modest gift to NRI relative (baseline).
TX20260602000352,layering_roundtrip_2hop,YES,C3,C3_roundtrip,HIGH,Layering hop 1/2; preservation~0.92.
TX20260602001671,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000214,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 16/18 far above account's monthly baseline.
TX20260603001487,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000779,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001766,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001502,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000347,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 3/4 to account.
TX20260604001720,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001108,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000857,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001525,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001315,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001689,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000668,subtle_device_probe,YES,C6,C6_subtle_probe,LOW,"Known location, new device, odd hour, tiny probe amount; rules-only likely misses."
TX20260603001186,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000490,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 7 on account dormant ~309d, age <18mo."
TX20260601001595,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000993,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001288,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001882,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000911,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000892,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000637,impossible_travel_fraud,YES,C6,C6_impossible_travel,HIGH,Transaction location implies impossible travel vs last known session; new device.
